PRECINCT_ID
79030005
79030006
79030007
79030008
79030009
79030010
79030011
79030012
79030013
79030014
79030015
79030016
79030017
79030018
79030019
79030020
79030021
79030022
79030023
79030024
79030025
79030026
79030027
79030028
79030029
79030030
79030031
79030032
79030033
79030034
79030035
79030036
79030037
79030038
79030039
79030040
79030041
79030042
79030043
79030044
79030045
