PRECINCT_ID
79010005
79010006
79010007
79010008
79010009
79010010
79010011
79010012
79010013
79010014
79010015
79010016
79010017
79010018
79010019
79010020
79010021
79010022
79010023
79010024
79010025
79010026
79010027
79010028
79010029
79010030
79010031
79010032
79010033
79010034
79010035
79010036
79010037
79010038
79010039
79010040
79010041
79010042
79010043
79010044
79010045
79010046
79010047
79010048
79010049
79010050
79010051
79010052
79010053
79010054
79010055
79010056
79010057
79010058
79010059
79010060
79010061
79010062
79010063
79010064
79010065
79010066
79010067

